summonerName,accountId,summonerLevel,puuid
RANDOM OPRESSOR,AChK4t_L0B4RcQgaWh9GgoHAM-Ld878ERYT-cFz4cIvQuyet-1V9zDbT,156,M_CIL7FCE_EmiHKNmrNfujZ7AO6FH5-GyaNYx0gnvCp_190qXYbloZ3Hnk1OCIiYdv3ZAAfssQkgBw
Seraphita,tZeas6a4nlD2hJGS3L_08Our7VcanX9M1YEOQmiUFDEM3vM,334,URdJx2AZ8pYM75qWiRkVJXBv9LlMZBZkkADilfa8uY76cTAVgToPB_ywr0RtpXKqvcjN2CBNX6OEiA
BIANCA TRAVESSA ,uQauLwYJrdD4huSjOjuWCTRdIA7KFzwY24UpC9i_lw9EtrfMTcHnV8hk,68,8pt4tYiaEOjkoeGjFGySJepFdxRsaTMC1BfNYv6ur9zIVbuI8LZrLVZu2ESdAIA8a58rUWOGRPa7qg
Gödzilla,ajfpb7o3Ah76gPoW1kx7X9Wz2LChdTYJ3Jt-W3kzGn0,256,m6MJB8nfz8VrRUq2pcvwUA1zio6LVe0rMj9BZW6jaXjV12K-hzLnGiKpKim3VfHTKWKm8ZvALhAPPQ
its the ZECAS,EaZ3ypjiB6U9jdFT_RX9bAbMxFJ8I4yRkmdXUfo8f1Gx0oA,594,l-oxy2bpGCGZ6MbFb22uTbX3rw_VL8ltp0XomK1-mK5dDk-auVky_ghvxS5-nM4qMyRWQ-5WMSCDGg
Kaitor,FmYJ6eWA6tR_Kpko3NVVWIBWUK_UFsb5SY_xDoPF-n8qTj4,573,21TucTO2rrLRPVoPLlIm5aVg_ysbc5UmYiwcExk39RAUMNLeEuxbYgm1WLMdo7ooKjdQaxyMYTjFjg
7HEPK,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU,340,21VqVag3BwRz4-o-NbERDsqpBX6rf2_KZSCXux9bxHtFYfDXdCgP7BTODOIwNGA7AaEk0G_5J7KpFw
hero too,_foDP3AV1AqU3DEtIBb0OjN3riXp_cqHTtFULe-OZARSux4,290,6jfge7zSLURC8nYV_Dmz8RB4cdobrXrnZab4jB-cOeiS8Dclw5G3gEZHvuy9rAA1S-ZfQLeqfHE9LQ
no resentment,qZCFvPjgo4dTVcXv-dHX4XSuVzuLFDXa8hIXjUe83iiamEmAG_VayrRM,85,_fmChSMbDbjkd_ZVBeRogrU_D3ZSad2QXq-3MqLltvFnh_gvsmkpf4k2PzWPsg108TCjL2L0OW46fw
Tirano e Botando,BvA4XrgRADbLJEzY5AMzQOBZu51hc1WA1NSkRyKMn8hdCU0,219,M4t6PNNuE0OdAEOUZIqmP9_wXS6SG_UomxXoFdz_G4Ds8rIF6rWz6QRosfJeeA79sSewtj0P2nnjZw
HaNd Grip,E6e3lyCSVGlaCnVhe0Q9vXhv3Zh30Njd2FYbyvNkZSrCdUY,87,qRACKBGR6ViVDviTmxSgrnUxHjv5-2LgecSVafhENu58WNnccwiB4wIIvm_VMeo_YpQwqrRojKpzSA
FdeFiddle,Cc8GjARVu1XaL1Eos0AX2qWBCcGwJYHMMzGC9FYATcs,310,c171iHE1hdEihp-vTflmbDV5nfZ4ylSkMBT9nI8m9lfPA8pm3SryIr9NRL_H41XbvQWoI6h0B5dUMQ
Áquilá,vkyGV7p4eozeKWtvo_Qg6_Vos7qckzCP9RjJ8LpYbmk67eqo2gRB-rnq,196,gof8pU-umjQRscUgzJdR2kvD4DsFod84FH9yg0cVKukgJUTWFeB_s0QETH2UAR2HoQ0Z2M8V5rLi1w
Bulecha,ci2dSNLBXqhJKYG2A_IOYUmuTcpy3CB3HaG8DcuM44Mxusk,263,IPPARkA3sZF2oW5S07U6yEH28TTF7t_x7B6NcI5gQ_bfORjEh4Qvd32OVUb1RuEU3kMdI9AwAZXI9g
Céos,zRfhae_AKbbiY7t3shSCeRJCbOLJWZ-jxTCJsQSYDbn1Oms,130,0Ga46UJVQ3sYBgFm8TGSgs84htxqsw8PSgz0lkh8tbvMDqkTHlWf24LFEBUh1QcHCsOF0mrIeROm5Q
Lose to learn,jfmrDX_zRUz3AUeiCFFzlsbsbrzoBei2A1oWWFLax27iGBU,125,ft9iUOf_NEa4b5CzOUiSKYYrqjvyL7p5WCX6AxTKbYjSYzMFGGtwpxNq2tunNiy4bvTO1s5fT4BUDQ
lobatin,ct0pskqLSn6EBeUPA-4UemOsOO1ysC2P08QqTjYXYa8QYHo,110,RSv7fNG4Ep13VdJEffoEsg-1Rbg1K3IGaPAcqKyW9g7BRMJL9yjXveN2LLM7nZEwffgRe_2m4CsC9w
Paramore,4hJCzQlhEiNgsk3DLSf8unqazfDyW2CvquExEOIztOo,171,u6IKMWt1A9YQtc1340Lhr6J3MxHT7DzyeAmRmLZB3CcH2KXnnLEJXGFlgQOs-3UmnLMai57ciagkew
Nevard,CmbTtWG79t5SsXy5eKufrF5g8R-VzHaeCZA8iZNk7vSflz0,380,BhbmBZW6dgCGpTu6KS2fL-jAx3fJioQOBZkIIyxKgkVFNmjPJ5BVxblFv_9wB0NTnPn31gfkGmxP4g
Magícz,5UnLNM4DhK8-ER2ZCCB32-YLU3z-_6IChYZglSl-rpRE,294,SidAY0r5O0mGgy7I3C-tyqB6n_7P6r482BaPrTdGT2dhWLOydT0QXGa9fzWDz1z5aSniTfa2uTc17g
narigudo sagaz,doaHR7u3q-wOZ-D5oy73q5UXzcTZJNFW69atujMDH1_aT_vwrxEWKLB6,84,w-varqs4osaVIw_im5BHB44PfwY7Rnu4F8uDQe3ZkpkhZXmCJ_BtZm0hID9KvbIczrdiVmH7I8uqCA
Carreta FuraSION,4kxnV1ho6qCw96MYLso9qAgrE5Qdlnbp1VNxXEuphy48ZLk,222,GT0pMfAMmFf-4j5XcO30DCJeGA7KAQp7YuNNHN9S_tgfiUwSaJi9G8GovmIUhvfgI1QO_eJOtaxrtw
NFushi,Bvd07hA3qOtLkHP6rUT9kFS2Ni1kXvNz5PCSv7kFBMA5hEFyxsEBhSoo,65,1o1w0j1lYzitVVcx4k7yExw6ShCqU5UuvFdoHo4R0ayl8PphzGGskU5fsRD5-s-BI5J-7tlWCN2ztA
koshidaykareslim,hBG4bg4rOLk0CJjnTMStCfGy3SyZO7gfYHlreh73RtZUMfkLYtrRXX1t,90,Q_lxvyrTSlPtQNXpQsk9AMxFN1lvkzzBR578_ZeTzQIGHpRIoMHhnGxAZZulXQmTUCUWnvwTE5INgQ
Ghost Clone,ap6rEP2iFghM4a_ggMUi_9riurEtUyMUdW-YpIPlAgjgTbo,67,xJclwNgHW05zzR2xxYMvXfRzWzY9IUty4S_UxeWYCv2HAS_-3xs0sK7tR0O3dfKdVHKYEb9Xb2GQ4g
toxic,BThcMrJdmrGfsnGYx2PA9WsJ2H5uqdXF4OcSL4N8LvpIHSVdhmEt_CMz,42,77yyswl0-ILICRAac4OYr3Xr7n7NglKqXzBULNPKB7Nwcq28M_O5Ydc4XrpwYToi8vL_hT_aV2XdXQ
alemaozinho1,tztQNkJk1v5yiDpv3rYaFBAl_lBLEYW9KS3KZ9nevU17,218,CwbjenAkWZAG83sNn0v-K7gt0enM0aDnTjdDwzdN8Wym6ZsZ5B_TfDlPis_5f01nZbshTuJfaOnMYA
alesekihg,FOaCdyEvJ96P5qDYVQZZMKir-0ko9hdaVTwhXGL_cL6ct-k,264,IE14i8iEyTy821zgp3-qfM0NK0wmR2wUpFFlm3Ov2Zg96jXe2EXX1kK2vtDly5VPpFWHn4CRo8sKNQ
Tutsz,EPhDTiOAKXvFzMy2dXmLSwjHEBW06c5l4AMyt1e_kEoC0Eo,449,3-LcLU_0_KoDU75-0uI9F9t9sfOraoZlIFJWcGsBE8UkiEw0jZekyX0wmKJxH1W2D9NjtYXgCy7p-g
PAPALMITO,l3LCcpVvA3IQ3cT3PXsnW0r5AYLXqQy_cN-umxpCHJqAnkQ,353,7SWrVtqwkEDBqm1FQIct4VbD-DgFev6C0kxo8VScvQvAKj9mx-x5rs5hIztdiZH9K4MeW-1aih6Cpw
Herakles Hero,2JiNyspD_opso3VCnSMkP7AShr8Kxq5lixyyrPIewmkdnfIldTdSaZUw,163,lj4IVLxnP9RNVCTtNKj1yrOUy3Fx9Lb9mFRnxlamJABgEyClRnbwfF-BdRmGw3E4Rpo3CtK5fbwzcA
lord semi lol,DtJ_WOWSa7nx2EHWJIUBEpYKd8k745mFjkdLULXRbJMQ,366,93olgJdYEuH_LaEj7Idgj8NWGVo9f6TiVs_nxl68Oq0ePyoPMsIikJsyEkwULG8eCUXn4bti6uA21Q
HIGH H0PES,c4y0rJg-4PPo_Z-Cq3Z-1bgQyQbrZhOom90eUBzhaco,341,glAkZfIrJESEpRNIr6Q7QYWOTfXjc5nsLpIaGqmG8fPrXm5lR6wZaHu6MwkS_sSEqLTw9cRaWxxcpg
TAGITAM,kuSmDhXUHxPBMmFMn1JE3QH2wXVQnTBTvVQR951L6aZLyjA,371,MrKeFapAAtrQJhf57NU1Z6AzvpkGNcWN_Eg_S19mUz9XLHlgJDAXhmLgOuz0lM-7HjVf2Ktk9Rx6pw
PlCKOFF,N11al1Fs-TkmOh1EweI4VM5Ga4Vi3dJL04io15QrgrrHBJY,198,rM__ugukY0dKYgntJ1VAZplkwq9h3kGGwL4a_x4EYMlXoTdiIWy8JvwgRzYCTxA9o2z_-RRF-hk6Dg
DENYS CAMPOS,U6k9NwUuO8RfVk-F34xBIZlfAY1EXbvCU8O87UyBg64,74,sRRXHX0BQNxjd4aKI_cdYCFd_qNFgw0-goYIlR4VrPFLWOaihBcI2uYKUo4mmEDIg1BQOWHM_EtyRg
Rewera,QXVJ5stQ6cSSfLiK0BPQUoRC-Tg8xRNMkGLiG2mVwpPSQ6Y,227,bmmkeMZG-BM4Q24x7AvMPjGQHzzXuEzk2qYppWkhs8o0VNCciXW99atrlpMVip-q6mog2kw8sBlh8A
Lynxmon,SPGpaey6nHZlNj1aISzhwDZABcV2tkMYM4lXws-_8YHiXrk,145,_o_l0kds7b5li_nzqt_XQXHxEMtJ9WnRo-AYkFOlWKI1CLay7cRkzpnrAZI941_Lf9SDzS_Nb5JN4g
Urs,_ILSN71brI2u_vxvR7KfcLp8XxWqQ5uxAtQTwJdrgZg,379,skYNVhbBLdMzxOtf5hZd2diivQgOLxLmoNK7D301v1R-AWTSicXirSCGxk2VmDyc_J6EJL8nBbpRqw
cellinshow,QhN8tc7wwVIcrkKgnMW1aODAT7_CtgU10XR0UI5Y8hoc,486,TTT2b7e8GbyLDE1MvXGZQ0tUBB7dC7rtie06jtISE_3xb4f-KBZBeaJL5vNnOwAswU3Phw3u-oxRug
spyro remastered,3RkM4xoAc3426zQyvhdhSqe4aVChNdwSUpuVFVvBmQ2mb2koFdWO-uE5,57,AmIK6oEPg18iYdjfVl3MddSUmYnq8CQPNwswl6Qw15gCg5pKqJimNcHMgt51LoRTptAzpvVIpDV2bQ
atemon,VSTFIOkWAEt6JFRH4_s8zRf1yJ3lOF8rZrI41UJy3kOcWm8,115,v19-Wc92RtFzoxigg3l9_X1yP5rFEJ5ilXBTXWC8TB3dS28B6mBQkXu7qaI-IflF6v0vsvMKcO_8WQ
Mitrael,c4yqukrYJNmK3QIGdU3aUCCKqCjhurR2TJHM7hJpkcE,303,D5unefuOj7szLHRSdF2ixrQIrwCthZDlOm4TDQhDscIQsgqwcWG5KX5m_EUreJ7iip1hM9FY5uIgbw
Skzero,3bCMXmskm7OH4uEccWrrjmON7BXhppObRUltSZpMAktcQIk,534,1yWMNEFFzmTyyb6BC6mpETVxVWUrKpoMa9jvv4fpA2GC96z4284RumCM8uzVNV12Rh8cV7M5PX8o3w
Dantico,8SH05GmuUnup2YgyucjIrL19agF5ucE0s4iVDL-ixM8,447,in-KVOEWEJo2agn3bP2Zk1JFgkJ_zo10Q1g4DOD4588Hz5m5i-ZxnHn1cjPMmumsJwAbxB9WIlMaOQ
midmidqaq,u16-oJZQo7x43OVIgpRch5PSk3DtUrBHI2Jd99LEen_n7R4,433,spInOaQ2SvTQxwWxcQ68deGGAnqDVL6L_D-1uVq0S8QuGoMcWbVjHcri4n2sIRozW4HSySiCEa5FMw
vauban,oP51UANtLHTAQ5X8yxccCtbrByx71NIz0TsdPQyPwI9uUHI,307,FxXgQVivjvPLs4KPhP6oH1ktQHvW653325Q5HSiSQoQNjaLHbMHY9QSgoQaaWwiaErIGupl3ImX3LQ
TWTV FIMOLOL1,ioZgcoGmg3oqGcDRz07fkTYLU1BfL6qykcZoQyYDRDfrdsM,229,Ap4IWfOyMJDYjE3ZBRAPMPIL316wnjQUCZ3o1sG4mfNc-yiM9OCI4F93o0cn8qXypIUEsKPfXl4N8A
ninjakiwi123,7H-Il7olM9jMF0txJD-h5KNPAG1ebpCICmokWJsu3EUPncg,278,WOloEQGgMSF5MKyY0LL2RwjQzXrVKhnhneCEjrdAhZyUt0Tlo0cXuTGB3KBUkQZScXOvY9d2aELXvw
Mïki,zHD9dwU_OpKOiMYs1kFRSUKvA7xVbWdVj4B2dWqeVaGV4yI,574,FuntfEDEzA3XNhSyoYKcj3QgkwOx75D1jF8JpofAhqoLZStQEyBKdwgmzlXlZyheaacxBQk9b8VUTg
REVENANTPLAYERXD,G1N-ge6y0q1kLuLGAFRsrTlC7RvWcxTipDOF1DrNWEiQI1Y,148,EOLFw4yYfN-lQcsy2gmyeXJBKeU8lXu0QKqYziTwfJTf-mM7CZI-C0F6JVlIYTCE1YpeSEq_ju24EQ
TheNinja,li5DaUIwMpEoHMA4OY8BE3TsU1nLxHw4mlmS4YKOTpY,309,Gfl2r6tfosOSf_B1ZsUj-RSj1rxmfMi8nbj9I-2Vwzho0DTKP9AfbS8aK995Halo-J3uw8AGNH8JgA
Otaku Fitness,7WIybbJc0DWwcCkkwIcdPrHCEsCUHpnKqzT3hqBvpv9VhSM,113,ZeYQOOw8Bntecp4XGy4HEnoXhsKGRwvUx5-TYcaCvpQmp6Xr-IOGWuuiGPEWK81TruiCG_C-mfEQ0g
Lil Poppyy,H0T_uigYcgN6j5iXCFYjlvNgx_ezYjt84eQtazV1Kp4zEGU,300,Qq4o1UHk7oNg9OP35yocD7V-2bcB1IZa2S2tO7sDnb2qLKP6671k4vV-JAuypF3v9rEyEx6t2VoNew
UAM Madre ,l4-vdQTQkEAS3XWe0Ss9l97ToyEqUt7dYTWA6RTQLwhR,339,-O0Yu1gaYahQl6naN_VXB3nLUiQ3TajjrK6W4OcV4A19_5KXlKzIjHzfQ3gMq0pipkoQqgEQkgdwGQ
Drytea,ziTsfmb8kWekNNLkEYzQwlYJQXziHAUlO3H2XERbkMA,411,j1R9-COheRl09MujkCAYilyiYCBq2WQsxS2I3_NloNkqAg_1immj4i-OxsVFuZd-AF4s5jxtZvb_5g
lI mtx Il ,npN4abqxAXYLrvXtX9bRcfPArQPIDTcYaQbgi88aTITvnoE,222,1s4GyAzGGQX0W72FefVUFHyBH4E2jW3GTkuWRrUr3Tqga8pej81He3bymJgt8s1VtuZLlniFYtVlLA
Zayco,p3AS8IotLwrGDL3eIk5m-YaowUFpPvRwKGwVHCua4kRR6S4,643,iNvNwkjnd6TUxvAivUpgT5V6ibqo0CNjYqmRcSEsSJ-5mOi5oRTAmM1xLTdT79v9JxFy0A1grdjMEw
GuizorPET,CIyHgzGeqjOeKwGraxUXg-hrVaI-350rt5dlNsMtJm3HPMk,403,FU-LTz5np-CMlgJnUeLVh3kqJrdZ3x4z5Hyvn_L3vv0AJtN5XgjlDieSYPOdEVXlDQFpVO_iTa7R2A
Derek Barragão,ITKuu3r8ydt4UNKiUoyEAMmCBBzFx0ZtaC1B_dtzPsvL36Y,215,FdL0NQMlgvJv5xbbWFUZUovOOI9Pg2U5TAdOgJX4j_PejmyQL1IEGD1KIf5C1oipZVSxzES-HWyE5g
Kick a boo,d8mMa5hBkxoi8WPAN75FdF4dOICpgz9u7sONxARWxEe8,364,MaWeoB8hGNXo66Q-nJC2gbpg6vNHqbBUjLF9lU9xp95kMGTdzLYulwa7yn-_lpidgryoI_pdoK7oHA
Teemo Cuei,HH2w4e3wST_Job9uBl3OKqzQmW9IncO0YZLG0mBN_cJMcp_b5NSAoZin,221,EpslAbq0m5dLPPSm-L5X6QnEy7dF7Tbezz2z2hRenxEjayfLFOBbz_UvZV7PsQhNZuu_3h5s9xi1jw
Darkyy,h06WemvyzBByyEbuH5graDyNY1Ag2bnWONbVL4AjRujJl_4,292,tWCByh9WccN35prFcIR7ZasdvVC3uBGnsuORhGKq8dBWLAXxUjXqFfVX1h7D2tHE9aG-rZF0eI3U3w
Malveillance,6fy5H6aORmVzACLRjKtN8_XGnjG7dOUD7zQjqAK6Ln4,346,GEWnJoYWwVfLcxfdm0JDw714TFkPisEQuYsjKA-gfub7pvJtXIA1svI46stK3wF6GfGWMQE1UcqldA
Zihak,0SqAGLbHDtJf1f46M2HNWy7B9EP1N_VK0pCH4LOqT-I,219,_1WN4LcudMRHOJ6I9GJlUnH9VwBbgG1i3jc3uPQ_Rgxn9Jwy8ntyG41SfBzzvjntC4AeBrW9FdtNTA
Malfeitu,4xrxgIQPBjiJfDBnLyMH4E0mB0VduKQP1FZl1dWs-Jo,455,9IJn0rDfRzHAbWTQu16Ep3sS5vd-ObinpL7pR45J44JNBntLrCemPEzEr6_9sJi14SwewkcjG3lv4A
Caüse,sfivm3f55KFH44YxLzeXcJOwbAdkAhGjSBtyNRJM459nBIE,409,IvzZ0ltRlzg5pgqjrUtfGzJq3cuwo0QdmO-rkTJz1d4y7Vs0-ZBW1vg7IlBvlZnw5p7OGk4nmcef7A
Chill as Buddha,ctWGYO96ylp__sbBP7wagKfHMnY1jSZq18O1Hsz4wq5e0JE,278,S1l5QrIWHCfo9hPm-38vWOF1CfmJL4ICTUZm5t7UM2IsZnBn4-fHsVSbebRQxvnHKL7RSbRE8fUe2A
Nësh,SN1dcH4Wr9FQh0KkrozDvy__ppmDW2yhrMBI9ygQ6MT5_I0,210,qtj9QIE2gZ0fxngmW7KvtKsAem7ID3EyPw40wsy984D9r7jy9Qdjhhs-u1iiHS3u-sjwCgKUeSffBw
Maynah,6WvxVhNAYZN3HyMZQIC0gvQbOGa4cec_BJtUk4nV4QM2,374,TSgw0CN-UiciLSyniITNxxchF4Ztm7ukRl__-Id0awmBT2PJhwh3ptsNw-RnLFY6g26YGFAzHNTrmA
Sleepy Bubble,BDu8QGkf4D7L6q3r59W4vbvH8SjpWvzrKo-qKbaJHXf_hM8,345,fKjun7WdwGvDiTFjVnZGzcYDe-mJDuuXfPfIaeEfRvfjiwQ2LBFPLD9K1tvlSjvcP2JB84smOfMTZg
Mestre Cansado,CZMyVCyZ8iimW-HB7R4aQkIyabR3C5mo-M7_lDM5J1DXsH8,485,eyJjzPdx3yuXG9ODUOZRviIyXAkRTrp9VrVwA0H_GXJPRNc8djouu0UoXCZaGhjWvwCq6rSgdPDo6g
Sapo burguer,bAYSwRQq_vyq2v4pnEJ795eiL2fFmvoj8WEZEinzdBg,338,SPtocMd0_yvoZq1z3Dl3yCnyTQZ5rCJeJ4Ef9EOEzXBlyHeOQplNmgqhj_bdXmRdnDdkCGbUfsES4g
Stories Äre Over,cks8HueYPTiaXrchfzugZNIFBPMKAUZKiC4lITqnLOBWbBo,221,YvEhu1H5E7bNmPgB-Sa9vc9cguacHZf15aYtbfIeNeCGRojaFeAliR4uUYQNC-di-c4VSz2ijOMghw
Shiina best girl,l5hhsS7XdLrsmerC7y4fNERruc6xOkRZlxVuSFdbUxiWuAk,528,Jxe_XIznTWycLfeC1gujI_RfVs5rApJS_gQGGxkNBWyekXk0yPZA6qG5fwVnNo1hQN0qovVBzwd_HQ
cKhCzzChrist,UcrbzKhpQmpC1apdLmE4wl4FJmP0PQE7hqxBGJN0TvDwKtHOwyzfSigg,53,tXbJBMCm4IhrGQxNH5HQWvKktdnEohK3ThlG0lF7ifjYshhA7ztjLNYArmNuNtI9QG6qWfvPV8jDWA
goku chan,uHMvZezAwPfaaULJZa5wZc9Zkelekzdli-8f1kVbztLh,316,rdyiAVp-aNIXAPydT9Ou_PDCbvx4NdoZkH2_z9vBeRJ9kTholL4pgmbocUwjBacWPUtooFvr3rgfvQ
GAZAO 51,asrgEEJg3MTMaUqUWYMy8E6NRehJlMBnX2J9UgOJsDKOGxE,103,Zcc_IjdvsKI3TTS_sKYeIPMkYpIsoyUlIfES2zhbw4UyBKWyNkiy1iKxsIrXIF1QWCS0dDA2oi9vwA
o Gru,j6PycUr0E3p5dbLCVYuCsFq4SzCTUxViw3bGgrM0Y5o,214,6qWZZfaPIMXJG58BoKz0BHsNQrAxK6ob7atJFf_W-6Y34tr1fziM6cWe40bWrwKZXK07ih6UnsnPbQ
fail to learn,Etn8nWvQUkuyk2YhxX5R9J1pkW9lHw6w8QjV11KZACRjXdjJH4XmYbSa,339,al60vgiovU-iucpiHpzOyIOw2UKaCbRms5pJckzHNzz070lI0FQM088gZvhP-48bsN5t4CoxV6eH6g
lelo rawr,GVhQayMeymnvd9zZbyYqBU-YMMkHABK_Ca4F9wZdh8NIj28,338,Xp5rUDF_yMXCSSaQ6ZN5U17hgc2jhrmq3KWQibtYCUYDUhkNk7bF-Lft3MOZw3i24Qhh-FVjt6-n3A
FA Juliera,Wz0C67FgruH0Mj8TcVBMdK5GgAgkGG9QLYeH1N2TnEkL,218,0b4igfaQ6jYLthjfMx0pZKyWqdHocGrG-FnwCWBTgRTXygxQDb1w9zfBbpt36rc65H5lZWKJJKZ36w
Trïgo,4KDhAg8wR27dF4ZckcR5mv0yGv6YEkdy0qyq6MHaKUE,317,4QXWDdOQvPvcrKaDRItGvVH4LylClR9r4wR7qMDt-pESuzNeHGm5msvGMUszp_cjvY2P5tojjh6Lpg
30237,nz7R-lrVbKixpRfCnH47FZS_WLYzN_CQSYottO2SLu2WxLc,134,-dSFhb95t_ebJMNi-yWURSWz2TUMD9ISoc3c4J8oRvdl_qqerYNVzV0dCovkOFLkbnHmmVJKyL-Jqg
SAIA RODADA,bP6ptW-Y9tguLTqYr4tjwyWtclAeU5saWAQyIk4y_ew,214,-AC7_s035w3sHO_woUMQ6W4m_2eYvEfSleVULn5Zc8aiWQcuti7xjjdLJpYXopqvEHk_oydrmcO5tg
Spl4sh,DQV4k4f6qzUK5FWrVvHLwNa5w_fEGoC2FNXP4LTLBJGy4gA,358,VI-ohHIj3C6HhIifvJ1mlZu30M7a9RxJB2ZBDgx4M7FPTY10jA5MgEd54bfWsGpq9i5hu_y8U8XuDw
finding the best,nLC1kNmWDAlu7kX2zsVourcm5pI-8qsRZjG4FLfJ7cQ,211,EngosEjRQLb8xyehcdW7icoKAu9LHtfYnmCwUgocWR_qON2widLOxGGrkTGTMueBHwjoNkqOE8-EoA
arlon547,ycWPjPFAjQojHCoQ1c3DL0nH7iPCq46iIku2LdCAnaF6akg,256,q9fjfQlQQ_2gF-kJ5dHp_MUWRpIN5czPGhhFvIKqJDpjBLnEDLBvGTdRkceK3LEH6Gse94Sda6BAnw
deadliest,zsdb5knlAClVpm78SQvNDwvvk61LUHr2TYEl3M5oRA3rX_U,229,zw20X_qWKpuE7RT6QCnNMSOCrlNHMYWiMjV1jKltFaVX24oMrm_CPaFdaAQL4A4IPNl463-PcSuMMA
angstt,aMT2TLF1szQSZb1cuKdLrGPxzRNxvkLJYkoJK2OojkfkcVs,225,1jX34qzxe7yRI8khgBxKjXWZ3Xj9ZXXV-jR_-n2WOOf6dOXW4H3zL2K7Gr3NkshxqXd2KF65pXz8dg
Qats,5dPwUHRAzHEq19ho8OUWxshSPOLOHrrLjs8rq2niauNdezU,411,kj8rUzrEaOlrf2TAIgzQXmxV0KSCPcP4Ah1Zryw7__Hib6IDndKT4TaybQ6F2K1GOqoFtGGh1nFg0Q
ReformedCL,6YXZLc8y4DJY86yJ8W_Nf_MHvk65HT19ZxsiyQLcAGH-8AE,275,P7ELuAZ53dUskBCFIcwaKGVT0l1V9Zl5LQftMkAWm6jeEGyc5Dos5RSCzznIOCvj5H0xYE0b0anW-Q
eh vittar papai,DimGeJPRweqBdtHmSzUGbVVwCrpuov_jVPPkvPwM6qwDYCQ,294,lQiRJk647PA9bfyngwCFxTNxnzdUmbPcuIE4xIsOm771JgvbV3BnfZUZ9F9HkGCBJKV49qAwXZ7wsw
Loose shard,Uo6d5MpsW-XGag2fEBBAPlR8IZnwPZiM971cTy2ivytChfs,79,BQsdXUu_J0OOGY4TxLmpU5-2-O8JQOWb8rPx2DtMVtzTFO50QBI4-wMXkmSpo5CoZAhvZkFd0pZFSg
Oct0ber ,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4,90,3AGDu2m8sVo19MTlgnqiiEbCONftVIRq3viYJdsHk1_HRkeiZihuHvRuhCCRBnaQBGHWvHmNoJJ0Rw
Kuaix,FaDH6va3Q81qv5inhkkugvmRUZlPXLYxGLy8mJfyXBQ,280,qfmfAFLY_NC825ibx9j17UVHVwqIi7UrzxHg_lLwKaMTn4WHvaT2WRZ8BEqM6RX50T78IM_FtcyNRA
Moeeb,xGaClzwFux0nhyQSjw2331dInLSXo2Bywra88o8fHPGpGm8,439,rWXspyLVO-fOiAQaQwNfEaxnj8ASzZPTi6_eULo0xmWxPu98FxIgWbk0OM0tOM-LloT14iGGiGkASw
Dioge ,_NMlB3rlo1kzhgGeJbNgJlPNbMp3p6VgBy71LC6Skfa_JqE,318,gtmrmh7WPCjI0SpP9WIgOvkkJ0Wau80ywQ-xBFnPFW9JXbD1i_Z7QVTUsokstUiXx19043I6pOqPeg
VHomes,4Lq5HrtLY5HsvUqx4TyXTUsA_3-KuasMSOy-VI245SLV,288,MIhrpdnOH6S6K0QmFZHM23mjCjjj6YsnGQtl57pDSPZ6EMbIBvfH0OvYZJISXTRgzV6-O1aXZ2uKVw
Elleres,50Or1a2jhcmXqpQSqgsIe2gtrhir3SiQ12BQtQL2zfAKU9fr67TllHFH,84,eIh1MVjRSE51CgT3dbJZvLG8yvmheAGVAsCUIlLYZPGY61I3xQrDXGPw6xP63KhziGzm_kStpkbFAg
Son Wallison,DvnMMeiiJM1E1wkBnuM4xUg_YnOA9tD_pPUoIIkSErFFG8s,381,GBbSnDK3itAL2TITY3aT5xz6fHl2v1WwXAVp5eqsYDLdfyf9oXNBoEdDmqvmc6YBKxNehDBGhVR1Zg
Saikl Kusuo,rD0WgKR1-GmOqOL6yuUB0bWbqchylCXDAEmg8Bfy5rY,107,Igfwd-4lMMuJN4nXb_pQJHH1sdd475DTlL0WH7s02PMLVnX5lCjD6eBpd72G94tQgxfYN2sQg4gC2w
DvR,CK_2XfVvpTcdYTSYx5R7sp1HjeXv4Y3VgG1Ny_RJoS4T414,289,bbzamWkYVfMFxBZrlRHtONPlzhytdLELNPnJpbrYQyxGqoww5gZVj2CK7qu4qBhDqvikdkkKzC1Z_Q
Vento,KSKxmB6z9qTBehdQxJxOC_Jj6WpzpPuNjK9ZwUTVkHBXzc8,281,u8QgYqOTt4oPJPuF4w27eMWPnwSUNEKtiVm5QIkefQMDitAr9vl0wW50pHkiXzgLAi-kknMUYH1WDA
altid visdom,GE6_XXduCTQJ0P3NBaASjLodSMfhcPoPWcTPODJ9L_OtMhI,214,PsIUV3_A_cMNzPteEIz3DoTgBoPMDfZfA5bHd4ACPWMw5owLsCU3VFaRgfgwg4s1qj73n2FW58pEiQ
lIIIllIlIIlIlIl,3ztLtHhttkWZnS3wZPLHYX4emWzTrjbwFRwt1V514Q3Io_Y,136,na_IsjgkU4Im0-vv_msycU8px550w2KU_Ixcx2izTdkt010uwj8JuaO688F9nyQ_CDxjl9neLob60A
notail,-l83w5_tsTDgVkuv844jKiNDugzRjxx29pFP7jWxCFu-SkNCvr_jaxmB,87,RgYLWoV-8bzMTC33y9Kti8mIynblV4m08Oy9O8daGcpfxivwaaiS8JiuuDrfy97vAmJNFAZ9tW0AMg
