,summonerName,accountId,summonerLevel,puuid
106,Süb,ngBT3eggLIeLNDjg8nMue2rhXUzHTTJ5hVCPa7GitjLf,255,PYgCi4i2if07aHseJzL-fw7-4zDHwcLHuBsinyM1BF5UGKRWHGJhb7Wf0BFoCJ8NRf8Ry1TEPKQgPw
107,Wímpio,UKNVZYFXSIn0xNq3GN6Ck44sbml-4CTNZDB-HScBgAxnaGA,409,kMjFFYv1G-_MdBjdmncAm1MtJIUP-9q3a_cbZv8MCDAO3QiFhwDcsp9SYwFeVEOJGCFNWB0wlibsrA
108,Azog1,hkw6g1kaaS6ZJe2_aT_XZkoCLtDZ7feOdzDbjkkk0aXz,274,CGZiWK7b7IVBYEkTXfkbYcku0SSQRuykcZBXxinClN78YXGyzhKfMdop2mWdo2M1pmRFHXQqo3EK8A
109,SkeletonDeath,u_p3P4f72LRwgqkwRjZJK-IkGhH2q-mY3y_L1ltREM4K,111,dW1qmbX60DAdKul6dETFCxGNsXR3ELv2o9aQdNtc5EXxmCaoxvxq6aW215odtWjtSzv_LHyOYQcfIA
110,RTS shy,wVKsWwFkO1lIFse8c90v0tRfuMbZJlkJ60H1oATdYe4zgBQ,347,GjhBtv396Kbb1xXSDmr_JNM8oljb4l0wUAXCQQIEDYYqPzjvv5OKexiB7E4Exx1_6TCuT_6nt9dbNA
111,Hizo,Qv8KNeAUdg3eMe_MyO1h8W_oPg_2BrcdhIHKaf4G9iQWO0U,228,Luhmpv1oFb6SYpTO6qCxHeI0R0jPTp1l-Qj5LlW6isrY09WJ7mPGKgL_R1Q7rSuauYoWlsnlVC3YYQ
112,Sens Fortress,CqFW02_1jSRLF2eHDErlTFi2CaaB_0sV5Rd7BXdKI5H-,437,IKN0vEkkAlgQ4ZEQGHnH6b8NlsK3KvU_1Bihv0TqJqnUKsf9wSl7E0vblVagyNi3NIriIKjD9qh_Xw
113,Nahime,Recqq8d1pcpSTDo5WAnD1uBTssrOTZkv_ZfszqDgypZU,179,Regl29DIJWC5dGIaEoroWvquJeMelbwFT70FXHRVi6E3Pt9brjZYtcC7SdFbkf9m-k4BNOD6iN0_Xg
114,CANSEIDOGAME,UJgN4x9VNJgd0XgLFxUBkd019jccB9ZNqoW-ZRPDKBtq,323,o3j35W9h2CbikUfnX4tzt0KyptzEAmMFpFRuiU9fl0Jab7TJsr7Srb4fp5eWLKAV1MVpKzt9NkDU6A
115,Mainer tfpn,ajlm8ciJfgWhQswpkT9dKaBg12UrY6sh_Lu87ZNrKfG5,277,BiR3oU6JYmXwgcL4uZdQoE2y5pjGK5toWUtEvlbKYW65vTQ1WwH4iPYaWRT_QmzLn8G-rNvYQlFweA
116,O Gato Magro ,QAFHcqf6qBuvBdJvLjO_aer82kC1jgbnxV5wwmk3fzFH,176,EK_CQa5ABtBMJRnNl1Mfv5OJHjhnXRFiHM3zGkVg2WvhGsVXvpExxaLJ5i39afmBhINWdDZELHtSAA
117,GOL APZÃO TURBO,Xhk03WDZGOcT4Lo_cXmrL5_C6zno6tCCHFNJNRDNBPrD,238,UttZo2WDjU-oybprEy0uD-BC3wtDH4jIqoB7H02_7QHkTBE0voGqlpR5cewih7FxmV2aTNwggrUA0Q
118,FUMEC Danas,B5OI7NepAKvUhIEcrbN_dV9HVaI6BN_qfG8iJ9lSmJU,652,0hxqxznNyZdCnzwrwkLND71ZwqBPdMX50KvGIrC-B5mKmo4kSGXlDwwks_aAjav4gE6Jg0n-_YtftQ
119,comett,F-6p0Hny2s3aCEyr-8Tg24NBUyA-U4TMBVRxdDMV1vBy,461,kYtCAvEtUs92OFJidAL_PPePbC6wacgAXbSN_vbW8PHCWRoJZeotCaspt84KplPMiCfI-ngMw6Oqdw
120,caiote,uEBrrDbEI5edCyYfUMyZNCXPiLTQoicTOZcPmnOGWzUJBLA,91,nQmcMi4wVI8HYZr-fTTUkUS-2t2nA9pwZoL7L18rQXxgZTIiR5zKJYDdy1KJ1S3LFUX2dehe_KkWoQ
121,asdaiwdjpdawj,ixVRnEpNfLC9HPa9qot3rf9EgVZ6XZyQScsxIr_oFRkct2M,185,5ajysLb7ej2z3PrXX6cmWrndo7KY9nLcy6Y2CVFYlBPdt4CORsPHmNuk8Hx9gvmOy4GS8HQM23rrqA
122,Shayds          ,fbwqXkbJvBMnqRdC2hEiy2hkm09RCshI9oyl2Cbk_FKlH98,288,0PymOgpcn1H7IKQO3JP5RIM5n8LSHoYv-fNIhVP1GSc1Kpg2Vm5UDT0RkJMlW-MsEkaAgblZ1kq5-A
123,Rafaahsz,jO8UBqeuzORszqB1rkqsptV51RhCOF70ZUVFDJs7T4Y4ktc,223,5Rb50wxdJz_QPqoaK1QgusFJ2EVWUjtqzDKt5l-PMmUO3Kr-BTnSIPX7QDjlXULMFn5_xIDGsMjiPw
124,BestKatWorld,kknBAO9xQ7sF56Dn8r4IJellwfv8FU0ccVNeySEoYqZqfwI,67,fjAyj5bJlsDwsgmPZNkVWeO3FetiSOYHVBkMjHn3RXDk9w7niCcYoBsNW_3ws_AcH5X3hQgyl42FEQ
125,Manu Gavassï,4RTacTKJOXjC4IZwjdsJmMdFzc8-Vb-SKan9quSvzNHvn3s,434,c1rnPmZ3WoEideVT8w6dgzyMNuJNpw2W7vglWtTABJ4vmQJ53tYEtsNlsXlxY4y_ef6KKPZEkYmqMw
126,WATERZIN1,kMbTlWJFfA5bO97BHb_bpRIlbDMhyxWq3SlsY8hi7Yk60DU,113,UdCAReApq_k_IoVZDUY6R0CPPRqhOlxR2W0qF7-uE78qZvYHlrosChpQJeSKzipedxlIbfTYin8OMw
127,Kënaizin,AwtdRUJ1b_mLe0-Yw-QPWPHeRrEUBz3exkJMhgf026UFRHE,345,WU8KOnzkMQhGZm4NcYkK5u1OQ0JAsGkcPTHODqL0dOlu2OE_hczbTfA2bNKLOYuzguPfaQ31Kw2wZA
128,Across Dark,d1u98sf3uZ97envz1JmtOg7lVR0EhIeJHoiPGgDrmXJOXs0,307,GjB2ao30W28L5Dme5Q5dQziQjXO1b5H0kJWqXY1HZf1qQrh7KhUxyYeIeHf00gXQmuBW0Zqtc0jdpw
129,GuyTree,TsLFbSzc_GOutfGe7YNkNZaLdvbuw8U7cY2JYzhjZtWpShU,260,2Zs-LlbHP6MTYJ9dGqREsdryPqFSriaf1QmiZSXYbP1PDmqvkXJGUBYsTaOF4L4LvaPUztJ8Xo3E-A
130,Psycho KilIêr,xDFRpMdKWWsnidnC6iFOH-YNwemhaLiOAeyRiqLlJr7s_Gk,215,26Bg4xTCvXiaRrlpl1MRIE5kEQ5VmW2270steZhVNlfWXnFL0_5Japx1ss1xJFMEEHlAySGAlBT9hw
131,al pedrino,YVlqknkIj4HIwGMLxy6byf4Fy0H-UrZF6IUKySgAcy_2_3U,217,-jxejOOxBOjQ9S_xUuHMBdhU0rCI3XdjPFpqQG4nD67nc3NZSC5TujQew77Jr_qBSgJ8sY-NicTzFA
132,Giozi,p7F-PAAkZeLY6sWMlRECk2tPuCPtL886QpNwaDPhlKLTpjU,286,4oCdJTxE1sjqGSqssF5xMJX4xm0sWxyJnNpXdhZrJ3g7swdNvo2JRgn6edrQTbZvyURrXkirrN5PtA
133,APG Gagalien,0DWFV78wsdNL-BDYyo80R4pde5RcAp6Ep6Y05O0I05KgjEc,258,V049ofa7FrOhc0hMh_yljmiyQs1YHhHNRe1YbmBru7_zjwzmpZ_n3CxT1KgBHGE0i3EuFKjRD7aA9w
134,X0TA K1NG,CSwcvkfyJVlcs1mQ7moXK-u117ASjYN_TdbtGvWl63OTBl8,291,gF-mTxUKo6RWn9DHj5PY6J6SfzrlVkg6JCr8Fwhxvngpoa9bhxZH9HXmFbps7cE7VtN8m0QkYFzOXQ
135,MádLife,p4mqHELJXskDgjRsk2GfV1LFVczLgAxhV4i49Ff_8Tlxmyo,109,DAB-KbGL5XOnkkJC-xn-JUly-3cYXWUMF_5iwnpV5JLklcSTvaT397rkECf_ZFV4GxIYVCUTzl58Ug
136,lucasdik,IUkSKKl2NMjPvVZEfgBqiouf3QZOI-8kcdz0jbMwILY-vBI,121,cLpYIqX3zxHP7pCs0FQBPXQhY-18x0KZnGYvBSmsO60NvHpA65yu0zN8vgymsu5KNysDKlDqAjny3w
137,Cabra Selvagi,yJn1QBi9kAeE9tEDuMnqTPfhZ-grfODvUkYuYX6WIcbN3Ao,148,o8LGEnsk9sf5fKjaA0FRhJrrHCXVHOoci5ZS-osKSzWGSZqlDqOOoLUm2fQLsLBKIK-t99FVfTuDxw
138,itzY4suo,EpJ6217jmYj9goWwdvN-_VJYkYWeTteCzs0QnSctvWn5YXI,83,EmqAkxmbYv24qkDFA8hvKWG-RITjy2OAvtsguuCgnDQ5mMNkcPxIh2FOqiuwhTsIL4HdbJxhtTXLtg
139,MnT,hLSJXaqjcnZdXvSAh2yPlXrIZfYzrS_CVNeEDaP9_THCQhI,306,Zw4N8Vcvb-9pbgOa1ScKOidMuLAhRCm8xDdR3eYQh1yP3r71Vl6dKcygGgNmNp3WeKnFfL6l1FHErQ
140,O Kevão,xPkoZgRbJVdtQIe2UYcWOX0vUT_6vC2eYQ9jyl1Z36hzNx4,396,oxqdbsJhNQxSWf2tudboGs9He86zcPsIxL7u_11rkmHQ-jm8kc19z1ag2OWpqL5EnY2CF62I9IfHpA
141,toshio1,pRSaPQ8P95g5YjH0WbhKzTRIWkyLsYlKVx4f32X7FPL4ezw,278,KHOWvBmJBq83TOoVi3JqoEobOE8M-JO_oofaRYEv7VBcrFbRRPRm7XVyXlyHCF9YAuWNmQLbcYTSdA
142,major mateus,aSVD3sxJvN3ybrdAchIrlaS6Joru83804Hu3M7jIyGzG,309,YE0nLklhtE8iWToPLRbvc93qQ4Y9JoaYIodE53MbSm1-bJnL11zQ0mgU5_nwcI9l5x6AthQO5LJ-RQ
143,eu ja fui feliz,MwO3od1mObV3NZ7E3klbXt5fRNdD9bkA8bYfPFjMNCFK,290,knnEzMWt8Aaa11T_l-aPz7t_axYsCZKPYNTYrlL4mM01MftAmlJh54qYF9-EooxDKhHAT2-1rwztzA
144,E T E R N U M l,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A,248,glEKN4YPaFvZqfa7KO16isIQDGcTRP9W9-rGLqKjnqPkcRiFO6sCG2nldw14ttxfMa54UzZDbrzoTg
145,meTs,1LoUpGCOdspqQYuatO0JfXQMSaA5sKccOidoK6vkkey8,304,479mekWb6gMxmodq4NVuBv4fYnJNKbpiVXqOHK48M-GVjtM5nGJaKI6wJ8z-f1Ah68AXswLoltpPog
146,saizõ,J3FXwBRS2hH8cNCD_Sk8hZAWT1ZSG55j71Od1ldNG9BqNKE,288,Gis1lk4v8e7zsdqu0XLijCbDylY7Lwfp7gvkp87zMEJ9xxbZ7Y3hJyOgUFUMdHlXNnd8h5lh30uA0g
147,Psychedelïc,g2q1_n_-2rQjujehqzUcFdion-Xd_b1o7T_PoWX3eQMt6po,499,zmp1z3Cn_vDSZGDZUZgJ10hBjA7xwwQ2N5DdFkNp_x0OzhQ3WyIdpfIxcK6GoyyhEeQCTO3VWASHkw
148,i Her and Bear,xvr8aRuxWIODbmSJAyTsYNNw923loA9EHae0IjXfcMCSp_M,437,KKg51wu5RqOvISgAw9q2bbX-MgnY4tuUGSazl5ssmsGcKNsiQpcZn2P63Tocd_xuxuGNLumwG_7roA
149,102030,B39rACFCXtWh5CMBz2X1yvARZjRn9CEtOQdzl0YRfiWi,217,iCA-hBKVvpqOTHJS5iEaNgeV5ZHJCm2P1aMXLurk4I8yrv9UP7J_MxxN0kIA0EqFSLvp_DfzkcxbUw
150,BUZZIN APENAS,cxkMsMw_4NttqpTEAPlDKoKwuVQJSRr5EXnouFsVnPdU,267,PZOksPtsGnhyyMy2gT2Wn-VQ0YM5MqyGW3kBEN1dKiThcFoihJa6GKxg3ykQ6dAHTlGeAM_7eDdOlQ
151,káj,1Abt1_twHdyfOSgxq6tmg-22aj-SG792mS2kuyqadVCX,317,ns6-raHrL0YQwgYMA7AFlJEvcZoTWo2ZiHBRhR690XGkTOwyea1OAMvgwfiQcQzoTNXU-MqVp_3uyA
152,alrëady broken,iRW-4bHwIP5IR2Lihmf3F2qtQiZqckbOicFuJNjPpK0x,173,xtOWPYgsiiWAdoatLSylUGVwuuTeeotOJhEMPnD2Vr7MI013_NJwDFfYS8CBDxJtGbi3bXvRMZwvqw
153,Kain,5QuidutPzino-CobrDfZd4iaTDrQZvy544EsyMQpYwLc,458,Vohg5AzKaZdC4b1a4h6PY9iFu3oVt8ED9y9QuxzAO-A2PCgc0jdvoXy7dAMYMMx6JtrZAkcqVlmbcw
154,Theodraxs,TtOgGYpgfGhPptq5uRAC7MtnLOc9P8z1RiUtk4o_Z7QNDi4,349,MxRMhFxo7dzRQNBIFTGEjuLI7CCubBnHfwaDN5UYZJPbqrMZvy4s0VcLztv9baGpCcNw_36qsDw5QQ
155,101166170517,102IkwHBF--tEXFDXXbQI3btJ8QN43ImaUFD2_rVptAH,339,qyK83sH1NBJMVL_6mwVxDhcUZEGekFlOwK-Mn5f0kEAcilUi04q4ocii8hZ0nCSfEJuTEsuaWGvROA
156,SARMENTAO,vCZctKK3KX29uU2QhT1tUdoU2zNWyHfZNdofcp3G8yokIyA,260,I1kC7fpXhEQdKWb76-48WYB2FIRcxtu9YRSLjAKvQz8BtsEpkf_Y9a4J1sAfSTpJEHZAh08El4KDbg
157,TW TV 4LANLOL,fGUMszn9IDeQcV9DdxUf1mZA4jROUGUDqoMTmnZ6yg9E,170,6CeB1zPt6AHl3AvGirOW5f2TTkxky3BUBu8eQ7OjJo-hJxhgUPAAPfPRdDvnVObW_Mg59VBF6n0m8A
158,shaco sem graça,3_t-Rb9EDCEdlZVA2L-fzAEvkG8SElQgiGOLty0UgIwUr-U,348,p2fMFYMVoHp9hHawCzAjnRyoHT6v4_S24jJ8jvIteeYE2QXigIpnromjCWDqePToQ3upkFCy69m_aA
159,Dudu Oniichan,FVJsXPW3zKZkSUeR5z7egEkWvYo8BtSBhUD_WBIyDtsGINA,107,jGTTEky1yPKrwGexTv6UTAZobNEqLM7KV9nhirnVV8-NhFm9RKjZDFwjmQcMxmCZd0Pz5e6AwVflMA
160,make it flawless,UiWhKEAgLltmFNleJt4GTxYTFHfV7LEDY3S0VKkgXChCYyY,90,tIOs0sytu8xIa_RiAj62ic7WV6k3uJ1Th6FyZY3AnOVoC8AFTykxp2cOat5FcKNZVeIbUqkHfHIiWw
161,Mas4ki,v0WEzNS_SE8Zg_XRkg9XUhVXbTt-2gLCDAqLgqkKJCgkasE,322,Te_rUFGYmjjGpIr_GEh8asKN-wCQXxGylSqUP5squfEipMdwnjQCv1njEUal3pV60iJkLh6_Qxvvyw
162,MaB,kwQG5JjEgON4hSu6MkZGkTqOtRDbdF4pLnFvZloLHjCnxIg,397,M_sKknGe7b45ar6GbCXLS0ZPV2xOHxtdojMftJt0w43Nr1dBgoBx_G41Pw18T-YjziSSOslbbqj81w
163,1vern,3qvP9eCtD9DCMg44sAPeZq52M7Kw_z2PMJGZuciIegkTjQU,375,5qGAP1rYgI4S9--sxa1c9mTFgaxddgCxZNV15cRh5gK1bbesLXt4rI5jaC4N2r7ZTw1Y_7H5a3S4sw
164,Jone Brabo,9LlR28BfyCNmIucw6k6_n8Lb6GV04xvl9oRhKcjyJo27,355,3lubzSq0pYcXyjvHkScCiBCOnrCLizbNSWUKHzQsTW4xUcxh7ChW7L-F_OinRAFIUelO452Vt1gYiA
165,Huracan,h5EMUR_WH6JlMhY2xbZ8flol6GJSO8Jo99iaWNnfBw2gs_s,298,5biRJJXbdNgm9BleIuh0RMkwfcia1HlV6OMMVHg9fIx51-dceb5POnSOSQnGbM2sE9cGWf6VrIzP4w
166,EnferyOnlyYi,6OzmXbovUKfDP_uYzfUvjTMGiE5POc-tomAmswwFfIbbtXQ,62,2bNbm_t3UGapxmLlXav3kBnWuZpgWXeaFkoKV7IkbXzpFdnhGLQgQ-Z_EGM7H6b49gec-gmd-Pp3Yw
167,zGabrielPBM,qD3hrZ0CGMS168588wmz5H3SSpg26-Vfl0QXcJdvI5jhLFM,300,X1ploTT5OjdNYBzLlIeIclTuQt0AngrDgcPOmnQYjmMgPT3lijxK_qPRZCoiyMpMEhftJnF8hDYotA
168,NvtOo,zRA23HXSk92P3LkXaDF7GNjPyscI5efAjvmMz0ryxlOb,214,beZPOP-KN6OuBz1RQR8meTtUwmK1AE0RTB495kmb2gFDG7MTwvC6nHJ4ZEsghreZsc5pxkcaWYsTMA
169,Salim Bilim,s7UUvA53aJsKXcTTirDwmHYm3wG0e1AN1YLayQQruh1U,323,5I31ThOhPeIW01ZgdnRVlG2gbqW911feoXoRLasE2L_gOE3g1MsNz2-nluUXS6djWqPkf1sdW77RYQ
170,Akira Akira,Wn0eaHXTxAZq0WFE5yHeptxhHCi9j4kAEcn6ndEn9DBc6c0,215,-VYjKHrSZRSn_dvyhAM84anPQONhoc3GaIhan-SZuaP9gJwcCD_Lpb8zfDgoYIJMKQHhOVpiK3tgyg
171,Inorï,FeMjcCoaQRr3aTliLjS5JNHwgtS5oQ2PwpTageiKT3_M,482,KrdWxtDGbopWgfJImuV9MY80Gimtt7uqFsJ_3jbFYk0PKjNZdpaRpmh4PWYCgJ2KuCNA9PGrMay5dA
172,they are weak,hHEjWOds_AU4uSkkGVmkjLRaUAOiK1CAssCdGU1fcM7hPbw,217,lfyl9DApRnkjTfGuDDYmf2Cz5Ap1Nysu6M13-iO-da-EyGB5I7WP2O4C1no3JkafsswTc-z3VYOCiQ
173,MVP Tombini,8Ytz5kZAUm8ijvl1ZmK7lAB-NWo1w7Slb5su26UH16jOffc,371,nIDO8_XSDJ1BM3pK7ESBT2Y27Ni46BxU9EUn7Kmoa37TRtZcdTGKu_MMLINOi0sofTLWMf8uG0hMwQ
174,Young Lynter,A8ZZX3UEZ0KPVuypubwfCCBduVu9vum8b1M66A5eSRTTC-0,97,JAPFslflU9N4DgtCsna8bdvoDBPIwD9Im9RSXYmmIDBPtR-kPJIcCDmh-eOY4az7FA2pElACAsgm7g
175,Daneu,KvjIBosyHylVX7Xri5rf4i1EhMS54RVJtggDkZVxfrzwazM,191,E-rP6A14DHAutF9P2ogx7wOtB-_WOzszY7bjKeKYDbNh2sRoh1jd6Oj_311uQ1ZH_b-UF2H7YQZaGQ
176,Adcpição do Time,A8NMriZBv5ioyG771eaW4VPEpYSRx7oFDDmsgV5eY3kT6Lk,276,2rbJooZ-3Sxg2NTaM5ptcNV8OygoLYRUDj1sf2iKeXx6jL688Jy7IGgT7RYnNJKtM6a69WkJnqLsAQ
177,Cërsei,olxVySn6Bp5Fsz7zNwKmaf6o7RhouFAhvZqbumGpnQQaktM,373,zOg0F83QnuERWmLI--vSIIegl6MaJMQACJBpl3XM-hLNJgAJp3TpnkNtPzA-a2blPqLxLiLLXkQ69A
178,FAUSTA1 PATR0LA,n9t7dVkmjXTT2FP4jCPF2FFwQu-kmYFbzsudQPrVAjZ-,194,DEyzQVb8A4nSreRr7oJ8__SVb6gr1M3FTbsmfb_vz2u1AbvjRSlTTFnJd6zUxjxbtT1mr_d3dO3HQA
179,Blue Kageyama,-hrXg-yNq0-VcMGTeKrjhyLy_AIsAimQsPYo3g2CtYm_OtE,133,XMWlVREt7-PnASYRKxylgO-1ZhbyC6pcwXCcLBIJUtCsaf9y5Ia8qLy3TzLAcX4XzydpHj0OhiKGLg
180,Rafaela,uBF_drpX8f3ilzilm4rg-cNNnIqa0b70h3poJKpMxUQZEVU,252,Iuum-2YRyIt-Cw0qsoYF6N05g_e_BbILV59_c616baS77BhucnNN9_7t_h6HAqn9FMDFHF1P9qamqg
181,VENONINHO DISNEY,6qwqeNx7mLNZ2qdL_V4e1OqPeE42xakEmO08-aOVQTrG66M,208,Fr3a-hwH55Ym9OG9ud5yNmTYtr3Bryy8Ozf6KdZQh9i5AY-0R8S8If9y_UHj2IFBhebOQq0LADYukA
182,Waraitake,7Srg90EjXHzqz24LIB8ugIQlArvVWk8jq-VCvLUg3synf6c,400,_OYZ09Zgw8hXt0FP2juq1G78jvyKDOXFIMP0dFUVNVrylyD4VrzvAGNcm2PpuPY_Jve7G-X2M1-evA
183,758133417352363,llYvE2rprT02QB-bLyeK8k5-tPWqCWKIEJn1C6ANW7e2wdA,74,XxNoEnBNbitdUljG3Rk5r2HAZ_iFoGHbZoWTyNQUnXTAxc8aJyAG4YOXkWFxM-gQkwllZC8fnAu8Lg
184,4six,abyvJOUcACQbSyt3BmT-F4_ahWXaEXCmGJDIDbOPUh33TIs,298,Nus6uwRXbgcPksGVT0MFx08Zc3xT10ZEM15Ssoe4BE4xQwEGJaGsRQ5i9-o9egme-Wk4dFqzutxq0w
185,Deus Ori,59XB3vhfuBDBlk-g9zGDq_XyuuDuA4hm5Fz0hLhagxvMW90,236,gSCz9-LXqcXVxkr33PgKKIorFaWLgwWyVR2ZuSUxrk7I-ZGBE_vBpcsjOuCopA8Oro2yL4owZ4AJ0w
186,SatéliteNegro,sKAfrQag4GsJI9bjEmQXpLI697zh8Q9RtPkrXA0mMAAYuDM,229,wCe39db7oAUrob8a8RlPHzzj-bU3psf4ho2GoHZ0Zs3DEz-6cni1AMo3Y_72BeLuxQExNcMy-oNpmQ
187,Anonymous Erus,ArYghZQUYr9s6YDsS0tOf1jI8C6gEnh9gmUdv9X6O7k6KxM,228,jnmCbBWkYkNgGmsdyaGGhpZ--iOpfvl9V52m9PVl-JqRUSjHXuy-45ui5AS8lCl6pQLpK29oJmth5Q
188,zglueck,80-Vei1QsHz7ZNq9F7akthn7FB3E0DncTQPkl6S_1rnyAYY,216,DzdZmAZazyZ7ZS-Z-giS5k1RVSaHalAio6TT_WX06P-gJ5OUpiHa8kF9VBiphaD6rVC3GWzsIQxWjA
189,IRazor,NGg2I-Vp1dPxbQB_tS98j_4dSk_7G9bMgxmFygFBx1NmBVg,197,Dz2KTZc1serhNWIRbAv6B8zMeNjDuIFodq3rqzYRjDraJEVJlzKNUciBUtdyBfjK9cFN2-t_ZygcaA
190,PILMCO,-eqmSkk4Ejb9142bVBC0U504kKfImGjrU-lc0AQHOEf1mR0,252,JQ5i-Fkw_qrV7TFoS_MGdfNyCc1ZCFtN4rDa9gKQFjKF-pnRwrUj-1m6CxH7pteLOZASU11b0QLnAQ
191,Textufire,ZV4wlmQReNpm8FVViQaWETEd0m5DXsEsXStZg44TgIme,358,aWWPtgk_9TkCIRIqbv7xTSs6Z0qGLvs5rL9yJW-c_yKHrgzPrg4_wuiqHx8buGjV7mcdjsz9Mp-etQ
192,O Duelïsta,NSsyqsrBsS_e0S33oI512jJQLRdS1mMy41yAIzYLem4P,75,Vw0WiDLvPtEv3x_dB4Io20VeReUFmaLCGKGdNvj4DNf2DbJTk62CCflrAWURMhairn8ZU1y5jjloMQ
193,Quyba Carry 4 U,wY2f308QA1EbS1VVdqAPyAAMTshSr77kDv0sy-cdnB_PrtU,120,B_Q3srW-P9DYC0vb9dfRfaORV6Ro13sQ0sP3qx3wJ6wMqOnN8_ZfSTQlot9lTu2cIzIwWPszueA-Xg
194,Berserker4i20,y8h0lXpBVGpdF0sZjsqhHsC3a501vOSck5_ae9i3EIWGQrM,177,z51i8Il977s1dFp1rT6CKlLIeDDA_MEsmfEH6NsGlRnh4jvsjin3xTpygl1Wpvjcq7G51Vi-uJ7BtQ
195,Jempheyyy,VIKm5zDIZCYJxeW8tlMtWW1i4pBOkNQiPf_1LskGK8WOV_A,120,zZ5hhc7nZKtPGATMJC_ggICR547H9vzhXSch3N5zgOLhipluoXjsSnoez0djdtAdNqo5cLSfdZDI4A
196,Glono,aGoIrEa-Mbwt0rFQKh432fFofCjAXuBYkXD6FM1Nk-oMPn8,334,2v3f2EyhqVhZj-MBO2RB7-GH3aE3R-nEQgjneqTQfCC8zQuqerzHycI2hFcFQO_8KK8raxhbukm5NA
197,MisterBozo,Bsnbwgw9KfSp0k-ZsIEq50VIAOeAYM04yzcVvRFeQlWM,306,ZDZqtM-5GKGdNwYY9AaBQltmCe5JpF_B0YgJq4YMMwiZbUtDuL3RmSDkYkvfm1yo6d9kPKebRC-aEg
198,SAN Suture,GpiMX7oPzM-tFxBEDWj-JaNH-xFSTIo_8CLTnrsQ6eZ9t0s,323,IU4CMjUOdi-B6x3APjwIHsV23z_Dpg12BYsIoEm4D6BwtMk3FIQUSqMlS46A7xZ3GOxeEvgsWuQ7kw
199,mono ahri ad fdp,3eHNG65Rkc6EZR-4CJOYxyT0gvjFc_wMCEsIo_SelV4iSX0,245,kVLP1AMr_ptDqBCZmNbyowj8YaLcwNokvisbdLU5k58hW9gRd2Q-is5UQSqjWKEY5UuqHxH-nsAwTA
200,Galante Aquático,lOIs1XP2862wPDyPvnNurmqXjzWRFKQXJIS9QwcXGt8DY4A,296,-9_XzOnk7sOLgmpV81wPcGEV_2f2nLuyH-rq7N8wqCX6nb21UCUTLKn8zi-s_uRg6QkXN-24o2ExSQ
201,Step Drox,DULhS5uz5BN5uXcd9pu7WolciGeJ-Tg7Hy00iOW-WTzs_uM,183,DD9Kgr3ILk8t02scP_8icCODm_DdPXLhZ2fpaqDmYBAGFU-K-m4ePXNF4Au07huf27Nd1zbDdRjH5g
202,Josicleyson,kp9Unt65eclhORq2HhxygQefyZj8jbvQHoOulES6KN4AS4Q,522,PRqClcoZCLRAzHHMdM_DrIDIGphnGP2Yy5bibN3TjgCoDYSMz6COCwQra-6eQq3JqcFTyCT_Y1WT8A
203,Cabeludo e Sad,ELg97zUg4ph9lG488p5Mk_KpZxGdyuJVIo_AzMJkYIMBoT8,422,PBlCdqOKcHz-NCo3olm692SiVH3yNhQwcchXfz6pdf408NpX1N1ICMRoIah18P2pATIZ4HiqfPyVUw
204,Me Myself l,tJmfU_qqidyTPTNpzBr407wlM5Ad7K2xaaLRc81zTo0hN7Y,188,LnAj_lrbw6Ei7QlCfl-Z5HeXFxGegQk4HEVGfcVa_KHtvqOTrtNDxIBfKjSrdg86YMjvxlU2fQtp6Q
205,Pivetikiller,nmsINaO7aLZXhoD6_u7Sj9kNfk2owgbyUkjl2ePpCj-UPW0,279,d-n4DypYZB0XxSb2hM7qicj5bflkzASG_f46RcCevWjWFcTw0ceXRmZb4i-ZvGbrX4j7T7TYRSAd9Q
206,catch a fireee,p5gtfCphMzSZUHv_hGKI4gAdej_ezQcgvHelm-rvB_878ec,134,EVZfgcJKxbwTCbnvj72it5d9gBeI52DNAoOL7dDKbWgwDp-a70Kms8lifFiFzaNa2atF0Dq6Lx2GrQ
207,SUPER BARRETÃO,Z2bAc9I4rxRCeXktXmHu25OqGZ3M-ksZ6Jf3gUb0k2-ZvjU,205,AU6pYfajoJAFMgFNGWD6Fa0tSRVs9cmrndPo99sjlJnP7s1kOymz-kY6gecwzPyx75f2cAQLBv7azA
208,yakamashii,pzRF-anYpZMHBxzpnmyed8YdqPUVhAgjUvypx5YqJfM3L-Y,62,NGVq8AhxKdMNzMGOI2w18Wd3HGGgxaCbZV5qmNvVEVKgWOTjZWnoKDI8KYaq_DRgR42CpemaU2_OSQ
209,Pain Ryjj Razer,4ZmLsWn5qjXjBE9jN5Z9RzPA6NuHJgX0cWUFIQgopyo62C4,111,lt-x1X1YlJxlvKLWPPXqMUTUdrIoaiCNF-clzK0dk2s_S3DGoTDuZxh_K8DFAr7qu5UIC8l-kLds_Q
210,Pinky Dinky Doo,YGsGVOVsc6FSX90TG9fpwVEl9imB5AjSyEuR81M_w28kbyE,222,YK-JVdB39KQnestOWwRW0cyvmdvhItQLvb12dmHpOYtyvWIXt4NJYeitwa4ebRn1uJIXL36-3DaObQ
